trip_id,origin_station,destination_station,route_id,day_type,hour_block,distance_km,segment_count,transfer_count,is_peak_hour,weather_condition,traffic_level,station_type_origin,station_type_destination,travel_time_min
TRIP_0893,Mercado Distrital,Parque Industrial,R2+R5,saturday,21-23,5.2,2,1,0,rain,medium,barrial,industrial,34.65
TRIP_0894,Lago Azul,Hospital Central,R1+R2,saturday,18-21,4.9,2,1,1,rain,high,intermedia,central,43.08
TRIP_0895,Portal Norte,Parque Industrial,R1+R4,weekday,18-21,15.7,5,1,1,rain,high,terminal,industrial,86.42
TRIP_0896,Parque Industrial,Tecnoparque,R4,weekday,15-18,3.0,1,0,1,clear,low,industrial,industrial,21.04
TRIP_0897,San Pedro,Hospital Central,R5,sunday,21-23,2.7,1,0,0,rain,low,intermedia,central,13.02
TRIP_0898,Villa Nueva,Lago Azul,R3,sunday,07-09,3.5,1,0,1,clear,high,barrial,intermedia,22.94
TRIP_0899,Tecnoparque,San Pedro,R4+R1,weekday,05-07,7.4,2,1,0,heavy_rain,high,industrial,intermedia,51.12
TRIP_0900,Centro Histórico,Parque Industrial,R2+R5,weekday,09-12,5.5,2,1,0,clear,low,central,industrial,29.36
TRIP_0901,Hospital Central,Tecnoparque,R5+R4,weekday,09-12,6.4,2,1,0,clear,low,central,industrial,32.19
TRIP_0902,Aeropuerto,Lago Azul,R4+R1,weekday,05-07,18.6,5,1,0,clear,low,terminal,intermedia,68.03
TRIP_0903,Hospital Central,Centro Histórico,R2,sunday,15-18,2.1,1,0,1,clear,medium,central,central,15.73
TRIP_0904,Hospital Central,Universidad,R2+R1,weekday,07-09,4.5,2,1,1,clear,medium,central,intermedia,36.39
TRIP_0905,Portal Norte,Hospital Central,R1+R2,weekday,07-09,8.1,3,1,1,rain,high,terminal,central,54.71
TRIP_0906,Terminal Sur,San Pedro,R2+R5,sunday,07-09,8.5,3,1,1,clear,high,terminal,intermedia,43.92
TRIP_0907,Tecnoparque,Portal Norte,R4+R1,saturday,12-15,12.7,4,1,0,clear,medium,industrial,terminal,56.84
TRIP_0908,Portal Norte,Terminal Sur,R1+R3,weekday,12-15,11.9,3,1,0,heavy_rain,medium,terminal,terminal,55.26
TRIP_0909,Lago Azul,Portal Norte,R1,weekday,07-09,3.2,1,0,1,clear,medium,intermedia,terminal,18.76
TRIP_0910,Centro Histórico,Mercado Distrital,R2,sunday,21-23,3.9,2,0,0,clear,low,central,barrial,16.9
TRIP_0911,Terminal Sur,San Pedro,R2+R5,weekday,07-09,8.5,3,1,1,heavy_rain,high,terminal,intermedia,62.54
TRIP_0912,Parque Industrial,San Pedro,R5,sunday,05-07,6.1,2,0,0,clear,low,industrial,intermedia,20.75
TRIP_0913,Centro Histórico,Lago Azul,R1,weekday,09-12,2.8,1,0,0,clear,low,central,intermedia,14.44
TRIP_0914,Lago Azul,Portal Norte,R1,weekday,15-18,3.2,1,0,1,clear,medium,intermedia,terminal,17.96
TRIP_0915,Universidad,Tecnoparque,R4,weekday,07-09,4.3,1,0,1,clear,medium,intermedia,industrial,24.53
TRIP_0916,Lago Azul,Villa Nueva,R3,weekday,15-18,3.5,1,0,1,rain,high,intermedia,barrial,27.83
TRIP_0917,Terminal Sur,Hospital Central,R2,saturday,15-18,5.8,2,0,1,clear,medium,terminal,central,29.69
TRIP_0918,Centro Histórico,Lago Azul,R1,weekday,05-07,2.8,1,0,0,rain,medium,central,intermedia,19.42
TRIP_0919,Tecnoparque,San Pedro,R4+R1,weekday,18-21,7.4,2,1,1,clear,high,industrial,intermedia,49.57
TRIP_0920,Portal Norte,Villa Nueva,R1+R3,weekday,09-12,6.7,2,1,0,clear,medium,terminal,barrial,29.39
TRIP_0921,Aeropuerto,San Pedro,R4+R5,weekday,05-07,12.2,3,1,0,clear,high,terminal,intermedia,61.75
TRIP_0922,Villa Nueva,San Pedro,R3+R1,saturday,15-18,11.8,4,1,1,clear,high,barrial,intermedia,61.55
TRIP_0923,Mercado Distrital,Portal Norte,R2+R1,weekday,12-15,9.9,4,1,0,clear,medium,barrial,terminal,42.28
TRIP_0924,Terminal Sur,Lago Azul,R3,weekday,21-23,8.7,2,0,0,clear,medium,terminal,intermedia,31.72
TRIP_0925,Centro Histórico,Parque Industrial,R2+R5,saturday,09-12,5.5,2,1,0,clear,low,central,industrial,27.38
TRIP_0926,Aeropuerto,Lago Azul,R4+R1,saturday,09-12,18.6,5,1,0,clear,low,terminal,intermedia,66.76
TRIP_0927,San Pedro,Terminal Sur,R5+R2,weekday,09-12,8.5,3,1,0,clear,medium,intermedia,terminal,40.25
TRIP_0928,Aeropuerto,Tecnoparque,R4,weekday,09-12,9.1,2,0,0,clear,medium,terminal,industrial,32.09
TRIP_0929,Tecnoparque,Lago Azul,R4+R1,saturday,07-09,9.5,3,1,1,clear,low,industrial,intermedia,46.68
TRIP_0930,Villa Nueva,Hospital Central,R3+R2,weekday,15-18,11.0,3,1,1,clear,low,barrial,central,50.0
TRIP_0931,Lago Azul,Hospital Central,R1+R2,weekday,18-21,4.9,2,1,1,heavy_rain,high,intermedia,central,50.84
TRIP_0932,Hospital Central,Lago Azul,R2+R1,weekday,09-12,4.9,2,1,0,rain,high,central,intermedia,37.07
TRIP_0933,Hospital Central,Centro Histórico,R2,weekday,07-09,2.1,1,0,1,rain,medium,central,central,21.59
TRIP_0934,San Pedro,Villa Nueva,R1+R3,saturday,05-07,11.8,4,1,0,rain,low,intermedia,barrial,49.12
TRIP_0935,Hospital Central,San Pedro,R5,weekday,12-15,2.7,1,0,0,clear,low,central,intermedia,11.68
TRIP_0936,Terminal Sur,Centro Histórico,R2,saturday,05-07,7.9,3,0,0,rain,low,terminal,central,32.77
TRIP_0937,Parque Industrial,Terminal Sur,R5+R2,saturday,12-15,9.2,3,1,0,clear,high,industrial,terminal,43.07
TRIP_0938,San Pedro,Mercado Distrital,R5+R2,sunday,18-21,4.5,2,1,1,heavy_rain,medium,intermedia,barrial,41.31
TRIP_0939,Terminal Sur,Universidad,R2+R1,weekday,07-09,10.3,4,1,1,heavy_rain,medium,terminal,intermedia,59.83
TRIP_0940,Universidad,Villa Nueva,R1+R3,saturday,18-21,8.7,3,1,1,clear,high,intermedia,barrial,49.33
TRIP_0941,Portal Norte,Universidad,R1,sunday,07-09,8.4,3,0,1,clear,high,terminal,intermedia,37.37
TRIP_0942,Universidad,Villa Nueva,R1+R3,weekday,07-09,8.7,3,1,1,clear,high,intermedia,barrial,54.06
TRIP_0943,Parque Industrial,Terminal Sur,R5+R2,weekday,18-21,9.2,3,1,1,clear,medium,industrial,terminal,45.97
TRIP_0944,Aeropuerto,Centro Histórico,R4+R1,saturday,09-12,15.8,4,1,0,clear,medium,terminal,central,62.04
TRIP_0945,Parque Industrial,Terminal Sur,R5+R2,sunday,18-21,9.2,3,1,1,rain,high,industrial,terminal,54.61
TRIP_0946,Hospital Central,Terminal Sur,R2,saturday,12-15,5.8,2,0,0,clear,medium,central,terminal,22.91
TRIP_0947,Mercado Distrital,Lago Azul,R2+R1,weekday,07-09,6.7,3,1,1,clear,medium,barrial,intermedia,38.95
TRIP_0948,Lago Azul,Aeropuerto,R1+R4,weekday,15-18,18.6,5,1,1,clear,medium,intermedia,terminal,73.2
TRIP_0949,Mercado Distrital,Parque Industrial,R2+R5,weekday,07-09,5.2,2,1,1,clear,high,barrial,industrial,41.33
TRIP_0950,Portal Norte,Universidad,R1,saturday,09-12,8.4,3,0,0,clear,medium,terminal,intermedia,30.73
TRIP_0951,Universidad,Mercado Distrital,R1+R2,weekday,15-18,6.3,3,1,1,rain,high,intermedia,barrial,47.35
TRIP_0952,Centro Histórico,Aeropuerto,R1+R4,weekday,07-09,15.8,4,1,1,heavy_rain,medium,central,terminal,72.48
TRIP_0953,Hospital Central,Aeropuerto,R5+R4,weekday,07-09,9.5,2,1,1,clear,high,central,terminal,51.65
TRIP_0954,Lago Azul,Parque Industrial,R1+R4,saturday,07-09,12.5,4,1,1,clear,low,intermedia,industrial,55.43
TRIP_0955,Lago Azul,Aeropuerto,R1+R4,saturday,21-23,18.6,5,1,0,clear,medium,intermedia,terminal,73.5
TRIP_0956,Portal Norte,San Pedro,R1,weekday,18-21,11.5,4,0,1,clear,medium,terminal,intermedia,44.82
TRIP_0957,Universidad,Villa Nueva,R1+R3,sunday,15-18,8.7,3,1,1,clear,high,intermedia,barrial,49.98
TRIP_0958,Hospital Central,San Pedro,R5,weekday,07-09,2.7,1,0,1,clear,high,central,intermedia,23.5
TRIP_0959,Tecnoparque,Portal Norte,R4+R1,weekday,07-09,12.7,4,1,1,rain,high,industrial,terminal,71.53
TRIP_0960,Lago Azul,Aeropuerto,R1+R4,sunday,12-15,18.6,5,1,0,clear,medium,intermedia,terminal,74.25
TRIP_0961,Universidad,Hospital Central,R1+R2,weekday,07-09,4.5,2,1,1,clear,high,intermedia,central,36.59
TRIP_0962,Hospital Central,San Pedro,R5,weekday,12-15,2.7,1,0,0,clear,medium,central,intermedia,14.84
TRIP_0963,Villa Nueva,Universidad,R3+R1,saturday,12-15,8.7,3,1,0,clear,low,barrial,intermedia,40.1
TRIP_0964,Universidad,Villa Nueva,R1+R3,weekday,18-21,8.7,3,1,1,clear,high,intermedia,barrial,55.87
TRIP_0965,Centro Histórico,Hospital Central,R2,weekday,12-15,2.1,1,0,0,heavy_rain,medium,central,central,22.85
TRIP_0966,Portal Norte,Tecnoparque,R1+R4,weekday,07-09,12.7,4,1,1,clear,high,terminal,industrial,68.7
TRIP_0967,Mercado Distrital,Villa Nueva,R2+R3,weekday,15-18,9.2,2,1,1,clear,high,barrial,barrial,50.94
TRIP_0968,Aeropuerto,Hospital Central,R4+R5,sunday,05-07,9.5,2,1,0,clear,low,terminal,central,34.51
TRIP_0969,Centro Histórico,Terminal Sur,R2,weekday,12-15,7.9,3,0,0,rain,medium,central,terminal,32.41
TRIP_0970,Centro Histórico,Portal Norte,R1,weekday,15-18,6.0,2,0,1,clear,medium,central,terminal,27.99
TRIP_0971,Centro Histórico,Aeropuerto,R1+R4,weekday,15-18,15.8,4,1,1,clear,medium,central,terminal,69.12
TRIP_0972,Tecnoparque,Portal Norte,R4+R1,weekday,07-09,12.7,4,1,1,clear,high,industrial,terminal,70.92
TRIP_0973,Universidad,San Pedro,R1,weekday,05-07,3.1,1,0,0,clear,high,intermedia,intermedia,20.07
TRIP_0974,Villa Nueva,Portal Norte,R3+R1,weekday,07-09,6.7,2,1,1,clear,high,barrial,terminal,42.12
TRIP_0975,San Pedro,Universidad,R1,weekday,18-21,3.1,1,0,1,clear,medium,intermedia,intermedia,19.79
TRIP_0976,Portal Norte,Mercado Distrital,R1+R2,saturday,07-09,9.9,4,1,1,rain,medium,terminal,barrial,48.03
TRIP_0977,Tecnoparque,Aeropuerto,R4,weekday,09-12,9.1,2,0,0,rain,low,industrial,terminal,32.18
TRIP_0978,Centro Histórico,Terminal Sur,R2,weekday,07-09,7.9,3,0,1,heavy_rain,high,central,terminal,52.09
TRIP_0979,San Pedro,Villa Nueva,R1+R3,weekday,12-15,11.8,4,1,0,rain,medium,intermedia,barrial,52.72
TRIP_0980,Terminal Sur,Hospital Central,R2,weekday,15-18,5.8,2,0,1,clear,high,terminal,central,32.77
TRIP_0981,Aeropuerto,Portal Norte,R4+R1,saturday,12-15,21.8,6,1,0,rain,low,terminal,terminal,82.08
TRIP_0982,Villa Nueva,Universidad,R3+R1,sunday,18-21,8.7,3,1,1,clear,medium,barrial,intermedia,46.61
TRIP_0983,San Pedro,Portal Norte,R1,saturday,21-23,11.5,4,0,0,clear,low,intermedia,terminal,35.97
TRIP_0984,Lago Azul,San Pedro,R1,weekday,07-09,8.3,3,0,1,clear,medium,intermedia,intermedia,35.9
TRIP_0985,Portal Norte,San Pedro,R1,sunday,07-09,11.5,4,0,1,clear,low,terminal,intermedia,40.45
TRIP_0986,Universidad,San Pedro,R1,weekday,21-23,3.1,1,0,0,clear,medium,intermedia,intermedia,18.78
TRIP_0987,Tecnoparque,Parque Industrial,R4,weekday,18-21,3.0,1,0,1,clear,low,industrial,industrial,20.85
TRIP_0988,Portal Norte,Aeropuerto,R1+R4,weekday,12-15,21.8,6,1,0,clear,medium,terminal,terminal,77.64
TRIP_0989,Terminal Sur,Mercado Distrital,R2,sunday,12-15,4.0,1,0,0,rain,low,terminal,barrial,20.47
TRIP_0990,Villa Nueva,Mercado Distrital,R3+R2,weekday,05-07,9.2,2,1,0,rain,low,barrial,barrial,38.44
TRIP_0991,Tecnoparque,Lago Azul,R4+R1,weekday,18-21,9.5,3,1,1,clear,high,industrial,intermedia,61.94
TRIP_0992,Portal Norte,Terminal Sur,R1+R3,weekday,12-15,11.9,3,1,0,clear,medium,terminal,terminal,49.1
TRIP_0993,Hospital Central,Parque Industrial,R5,weekday,18-21,3.4,1,0,1,clear,high,central,industrial,26.45
TRIP_0994,San Pedro,Villa Nueva,R1+R3,saturday,12-15,11.8,4,1,0,clear,high,intermedia,barrial,66.79
TRIP_0995,Centro Histórico,Universidad,R1,weekday,15-18,2.4,1,0,1,clear,medium,central,intermedia,19.22
TRIP_0996,Terminal Sur,Parque Industrial,R2+R5,weekday,15-18,9.2,3,1,1,rain,high,terminal,industrial,53.85
TRIP_0997,Centro Histórico,Parque Industrial,R2+R5,sunday,18-21,5.5,2,1,1,clear,high,central,industrial,42.48
TRIP_0998,Hospital Central,Universidad,R2+R1,sunday,18-21,4.5,2,1,1,clear,medium,central,intermedia,35.1
TRIP_0999,Lago Azul,Parque Industrial,R1+R4,weekday,07-09,12.5,4,1,1,clear,high,intermedia,industrial,72.95
TRIP_1000,San Pedro,Terminal Sur,R5+R2,weekday,07-09,8.5,3,1,1,clear,high,intermedia,terminal,51.84
TRIP_1001,Lago Azul,Tecnoparque,R1+R4,weekday,15-18,9.5,3,1,1,clear,high,intermedia,industrial,51.28
TRIP_1002,Hospital Central,San Pedro,R5,weekday,09-12,2.7,1,0,0,clear,medium,central,intermedia,15.41
TRIP_1003,Lago Azul,Portal Norte,R1,weekday,05-07,3.2,1,0,0,clear,medium,intermedia,terminal,15.21
TRIP_1004,San Pedro,Terminal Sur,R5+R2,weekday,18-21,8.5,3,1,1,rain,medium,intermedia,terminal,45.71
TRIP_1005,Lago Azul,Portal Norte,R1,saturday,09-12,3.2,1,0,0,clear,medium,intermedia,terminal,15.93
TRIP_1006,Hospital Central,Aeropuerto,R5+R4,weekday,05-07,9.5,2,1,0,clear,medium,central,terminal,36.3
TRIP_1007,Villa Nueva,Lago Azul,R3,weekday,15-18,3.5,1,0,1,rain,high,barrial,intermedia,27.45
TRIP_1008,Portal Norte,San Pedro,R1,sunday,09-12,11.5,4,0,0,clear,low,terminal,intermedia,37.21
TRIP_1009,Terminal Sur,Villa Nueva,R3,weekday,18-21,5.2,1,0,1,clear,medium,terminal,barrial,25.11
TRIP_1010,Mercado Distrital,Hospital Central,R2,sunday,12-15,1.8,1,0,0,clear,low,barrial,central,8.64
TRIP_1011,Centro Histórico,San Pedro,R1,weekday,09-12,5.5,2,0,0,clear,low,central,intermedia,20.98
TRIP_1012,Terminal Sur,Lago Azul,R3,weekday,15-18,8.7,2,0,1,rain,high,terminal,intermedia,43.54
TRIP_1013,Portal Norte,Villa Nueva,R1+R3,weekday,12-15,6.7,2,1,0,rain,low,terminal,barrial,31.73
TRIP_1014,Tecnoparque,Aeropuerto,R4,weekday,15-18,9.1,2,0,1,clear,medium,industrial,terminal,39.15
TRIP_1015,Universidad,Hospital Central,R1+R2,sunday,09-12,4.5,2,1,0,rain,low,intermedia,central,26.43
TRIP_1016,Portal Norte,Parque Industrial,R1+R4,weekday,12-15,15.7,5,1,0,clear,medium,terminal,industrial,61.3
TRIP_1017,Tecnoparque,Lago Azul,R4+R1,weekday,18-21,9.5,3,1,1,clear,low,industrial,intermedia,51.88
TRIP_1018,Mercado Distrital,San Pedro,R2+R5,weekday,18-21,4.5,2,1,1,clear,high,barrial,intermedia,43.93
TRIP_1019,Centro Histórico,Hospital Central,R2,weekday,07-09,2.1,1,0,1,clear,high,central,central,21.24
TRIP_1020,Hospital Central,Mercado Distrital,R2,sunday,15-18,1.8,1,0,1,clear,high,central,barrial,19.42
TRIP_1021,Portal Norte,Terminal Sur,R1+R3,weekday,21-23,11.9,3,1,0,heavy_rain,medium,terminal,terminal,53.46
TRIP_1022,San Pedro,Parque Industrial,R5,weekday,07-09,6.1,2,0,1,clear,medium,intermedia,industrial,32.08
TRIP_1023,Universidad,Lago Azul,R1,sunday,05-07,5.2,2,0,0,clear,low,intermedia,intermedia,16.62
TRIP_1024,Universidad,Aeropuerto,R4,weekday,12-15,13.4,3,0,0,clear,medium,intermedia,terminal,41.06
TRIP_1025,Lago Azul,Portal Norte,R1,weekday,12-15,3.2,1,0,0,clear,medium,intermedia,terminal,18.21
TRIP_1026,Mercado Distrital,Lago Azul,R2+R1,weekday,09-12,6.7,3,1,0,rain,high,barrial,intermedia,40.32
TRIP_1027,Mercado Distrital,Portal Norte,R2+R1,weekday,12-15,9.9,4,1,0,clear,medium,barrial,terminal,46.95
TRIP_1028,Mercado Distrital,Portal Norte,R2+R1,weekday,07-09,9.9,4,1,1,rain,low,barrial,terminal,54.44
TRIP_1029,Centro Histórico,Aeropuerto,R1+R4,weekday,12-15,15.8,4,1,0,clear,medium,central,terminal,62.9
TRIP_1030,Hospital Central,Terminal Sur,R2,saturday,21-23,5.8,2,0,0,clear,medium,central,terminal,25.54
TRIP_1031,Villa Nueva,San Pedro,R3+R1,sunday,09-12,11.8,4,1,0,clear,low,barrial,intermedia,48.78
TRIP_1032,Villa Nueva,Terminal Sur,R3,saturday,09-12,5.2,1,0,0,clear,medium,barrial,terminal,21.56
TRIP_1033,Universidad,Tecnoparque,R4,weekday,21-23,4.3,1,0,0,clear,medium,intermedia,industrial,22.11
TRIP_1034,Mercado Distrital,Universidad,R2+R1,weekday,15-18,6.3,3,1,1,rain,high,barrial,intermedia,51.68
TRIP_1035,Universidad,Hospital Central,R1+R2,weekday,12-15,4.5,2,1,0,clear,medium,intermedia,central,28.68
TRIP_1036,Terminal Sur,Mercado Distrital,R2,saturday,15-18,4.0,1,0,1,rain,high,terminal,barrial,30.74
TRIP_1037,San Pedro,Lago Azul,R1,saturday,12-15,8.3,3,0,0,clear,medium,intermedia,intermedia,27.8
TRIP_1038,Aeropuerto,Centro Histórico,R4+R1,weekday,07-09,15.8,4,1,1,clear,medium,terminal,central,69.89
TRIP_1039,Mercado Distrital,Parque Industrial,R2+R5,weekday,12-15,5.2,2,1,0,rain,medium,barrial,industrial,38.78
TRIP_1040,Tecnoparque,Hospital Central,R4+R5,weekday,18-21,6.4,2,1,1,clear,high,industrial,central,49.63
TRIP_1041,Portal Norte,Tecnoparque,R1+R4,saturday,09-12,12.7,4,1,0,clear,medium,terminal,industrial,55.34
TRIP_1042,Portal Norte,Universidad,R1,weekday,07-09,8.4,3,0,1,clear,high,terminal,intermedia,40.01
TRIP_1043,Hospital Central,Villa Nueva,R2+R3,saturday,09-12,11.0,3,1,0,rain,medium,central,barrial,45.33
TRIP_1044,Hospital Central,Lago Azul,R2+R1,weekday,12-15,4.9,2,1,0,rain,medium,central,intermedia,30.98
TRIP_1045,Portal Norte,Lago Azul,R1,weekday,05-07,3.2,1,0,0,heavy_rain,low,terminal,intermedia,21.56
TRIP_1046,Villa Nueva,Portal Norte,R3+R1,sunday,09-12,6.7,2,1,0,clear,low,barrial,terminal,28.6
TRIP_1047,Parque Industrial,Tecnoparque,R4,weekday,12-15,3.0,1,0,0,clear,medium,industrial,industrial,20.46
TRIP_1048,Portal Norte,Mercado Distrital,R1+R2,weekday,18-21,9.9,4,1,1,clear,medium,terminal,barrial,53.48
TRIP_1049,Parque Industrial,Lago Azul,R4+R1,weekday,07-09,12.5,4,1,1,rain,high,industrial,intermedia,70.47
TRIP_1050,Lago Azul,Tecnoparque,R1+R4,weekday,05-07,9.5,3,1,0,clear,high,intermedia,industrial,52.25
TRIP_1051,San Pedro,Lago Azul,R1,weekday,09-12,8.3,3,0,0,heavy_rain,low,intermedia,intermedia,32.97
TRIP_1052,Tecnoparque,Universidad,R4,weekday,09-12,4.3,1,0,0,rain,low,industrial,intermedia,21.0
TRIP_1053,San Pedro,Universidad,R1,weekday,07-09,3.1,1,0,1,clear,medium,intermedia,intermedia,21.42
TRIP_1054,Lago Azul,Mercado Distrital,R1+R2,sunday,09-12,6.7,3,1,0,clear,medium,intermedia,barrial,31.41
TRIP_1055,Universidad,Aeropuerto,R4,saturday,12-15,13.4,3,0,0,clear,high,intermedia,terminal,54.35
TRIP_1056,Parque Industrial,Universidad,R4,saturday,18-21,7.3,2,0,1,rain,medium,industrial,intermedia,36.35
TRIP_1057,Hospital Central,Villa Nueva,R2+R3,weekday,07-09,11.0,3,1,1,clear,high,central,barrial,58.0
TRIP_1058,Parque Industrial,Hospital Central,R5,weekday,12-15,3.4,1,0,0,clear,low,industrial,central,16.06
TRIP_1059,Mercado Distrital,Terminal Sur,R2,weekday,12-15,4.0,1,0,0,clear,low,barrial,terminal,15.31
TRIP_1060,Mercado Distrital,Terminal Sur,R2,weekday,07-09,4.0,1,0,1,heavy_rain,high,barrial,terminal,36.89
TRIP_1061,Aeropuerto,Portal Norte,R4+R1,saturday,18-21,21.8,6,1,1,clear,high,terminal,terminal,97.53
TRIP_1062,Universidad,Terminal Sur,R1+R2,weekday,21-23,10.3,4,1,0,rain,medium,intermedia,terminal,55.33
TRIP_1063,Mercado Distrital,San Pedro,R2+R5,weekday,18-21,4.5,2,1,1,clear,high,barrial,intermedia,38.21
TRIP_1064,Mercado Distrital,Lago Azul,R2+R1,weekday,15-18,6.7,3,1,1,clear,medium,barrial,intermedia,44.73
TRIP_1065,Hospital Central,San Pedro,R5,weekday,15-18,2.7,1,0,1,rain,medium,central,intermedia,19.73
TRIP_1066,Universidad,San Pedro,R1,saturday,12-15,3.1,1,0,0,clear,medium,intermedia,intermedia,14.05
TRIP_1067,Hospital Central,Aeropuerto,R5+R4,saturday,18-21,9.5,2,1,1,heavy_rain,medium,central,terminal,52.34
TRIP_1068,Parque Industrial,Universidad,R4,saturday,18-21,7.3,2,0,1,clear,high,industrial,intermedia,38.25
TRIP_1069,Aeropuerto,Parque Industrial,R4,weekday,12-15,6.1,1,0,0,clear,medium,terminal,industrial,24.69
TRIP_1070,San Pedro,Hospital Central,R5,weekday,21-23,2.7,1,0,0,rain,medium,intermedia,central,17.75
TRIP_1071,Mercado Distrital,Portal Norte,R2+R1,saturday,09-12,9.9,4,1,0,clear,medium,barrial,terminal,42.88
TRIP_1072,Universidad,Terminal Sur,R1+R2,weekday,12-15,10.3,4,1,0,clear,medium,intermedia,terminal,52.27
TRIP_1073,Lago Azul,San Pedro,R1,sunday,07-09,8.3,3,0,1,rain,high,intermedia,intermedia,38.66
TRIP_1074,San Pedro,Portal Norte,R1,weekday,21-23,11.5,4,0,0,clear,medium,intermedia,terminal,39.57
TRIP_1075,Portal Norte,Universidad,R1,weekday,15-18,8.4,3,0,1,clear,high,terminal,intermedia,39.5
TRIP_1076,Mercado Distrital,Terminal Sur,R2,weekday,15-18,4.0,1,0,1,clear,medium,barrial,terminal,23.56
TRIP_1077,Universidad,Villa Nueva,R1+R3,weekday,12-15,8.7,3,1,0,clear,medium,intermedia,barrial,41.73
TRIP_1078,Portal Norte,Villa Nueva,R1+R3,weekday,21-23,6.7,2,1,0,clear,low,terminal,barrial,33.29
TRIP_1079,Terminal Sur,Universidad,R2+R1,weekday,15-18,10.3,4,1,1,clear,high,terminal,intermedia,63.59
TRIP_1080,San Pedro,Mercado Distrital,R5+R2,weekday,15-18,4.5,2,1,1,rain,high,intermedia,barrial,37.28
TRIP_1081,Aeropuerto,Lago Azul,R4+R1,weekday,15-18,18.6,5,1,1,clear,high,terminal,intermedia,92.37
TRIP_1082,Mercado Distrital,Universidad,R2+R1,weekday,05-07,6.3,3,1,0,clear,high,barrial,intermedia,41.67
TRIP_1083,San Pedro,Aeropuerto,R5+R4,sunday,18-21,12.2,3,1,1,clear,low,intermedia,terminal,53.28
TRIP_1084,Lago Azul,Portal Norte,R1,weekday,18-21,3.2,1,0,1,clear,high,intermedia,terminal,24.02
TRIP_1085,San Pedro,Universidad,R1,weekday,15-18,3.1,1,0,1,rain,high,intermedia,intermedia,26.7
TRIP_1086,Terminal Sur,Parque Industrial,R2+R5,saturday,05-07,9.2,3,1,0,clear,low,terminal,industrial,39.95
TRIP_1087,Villa Nueva,Centro Histórico,R3+R1,saturday,07-09,6.3,2,1,1,clear,medium,barrial,central,40.17
TRIP_1088,Universidad,Centro Histórico,R1,weekday,15-18,2.4,1,0,1,heavy_rain,high,intermedia,central,30.79
TRIP_1089,Hospital Central,Terminal Sur,R2,weekday,09-12,5.8,2,0,0,clear,high,central,terminal,29.23
TRIP_1090,Universidad,Aeropuerto,R4,weekday,15-18,13.4,3,0,1,clear,medium,intermedia,terminal,49.01
TRIP_1091,Aeropuerto,San Pedro,R4+R5,weekday,12-15,12.2,3,1,0,clear,low,terminal,intermedia,56.51
TRIP_1092,Tecnoparque,Portal Norte,R4+R1,weekday,05-07,12.7,4,1,0,clear,medium,industrial,terminal,54.4
TRIP_1093,Parque Industrial,Hospital Central,R5,weekday,21-23,3.4,1,0,0,clear,low,industrial,central,17.02
TRIP_1094,Centro Histórico,Aeropuerto,R1+R4,weekday,15-18,15.8,4,1,1,clear,high,central,terminal,82.06
TRIP_1095,Tecnoparque,Hospital Central,R4+R5,weekday,18-21,6.4,2,1,1,clear,medium,industrial,central,43.12
TRIP_1096,Portal Norte,Centro Histórico,R1,weekday,09-12,6.0,2,0,0,clear,low,terminal,central,24.27
TRIP_1097,Portal Norte,Universidad,R1,weekday,21-23,8.4,3,0,0,clear,medium,terminal,intermedia,31.38
TRIP_1098,Villa Nueva,Hospital Central,R3+R2,weekday,15-18,11.0,3,1,1,clear,high,barrial,central,62.29
TRIP_1099,Lago Azul,San Pedro,R1,weekday,05-07,8.3,3,0,0,clear,medium,intermedia,intermedia,30.5
TRIP_1100,Tecnoparque,Hospital Central,R4+R5,sunday,12-15,6.4,2,1,0,rain,low,industrial,central,31.37
TRIP_1101,Portal Norte,Universidad,R1,sunday,09-12,8.4,3,0,0,clear,low,terminal,intermedia,26.76
TRIP_1102,Tecnoparque,Aeropuerto,R4,weekday,15-18,9.1,2,0,1,clear,medium,industrial,terminal,38.98
TRIP_1103,Parque Industrial,Portal Norte,R4+R1,weekday,05-07,15.7,5,1,0,clear,medium,industrial,terminal,59.69
TRIP_1104,Terminal Sur,San Pedro,R2+R5,sunday,15-18,8.5,3,1,1,clear,medium,terminal,intermedia,44.02
TRIP_1105,Hospital Central,Parque Industrial,R5,sunday,12-15,3.4,1,0,0,clear,low,central,industrial,13.8
TRIP_1106,Universidad,Villa Nueva,R1+R3,weekday,15-18,8.7,3,1,1,rain,medium,intermedia,barrial,47.13
TRIP_1107,Villa Nueva,Lago Azul,R3,weekday,07-09,3.5,1,0,1,clear,medium,barrial,intermedia,18.35
TRIP_1108,Villa Nueva,Lago Azul,R3,sunday,07-09,3.5,1,0,1,clear,high,barrial,intermedia,22.07
TRIP_1109,Centro Histórico,Aeropuerto,R1+R4,saturday,07-09,15.8,4,1,1,clear,medium,central,terminal,70.02
TRIP_1110,San Pedro,Parque Industrial,R5,sunday,18-21,6.1,2,0,1,rain,high,intermedia,industrial,32.93
TRIP_1111,Villa Nueva,Centro Histórico,R3+R1,weekday,15-18,6.3,2,1,1,clear,high,barrial,central,43.98
TRIP_1112,Parque Industrial,Centro Histórico,R5+R2,weekday,12-15,5.5,2,1,0,heavy_rain,medium,industrial,central,37.57
TRIP_1113,Universidad,Terminal Sur,R1+R2,weekday,15-18,10.3,4,1,1,clear,high,intermedia,terminal,58.53
